config	rOut_g0	hT_g0	f_g0	rOut_g1	hT_g1	f_g1	rOut_g2	hT_g2	f_g2	rOut_g3	hT_g3	f_g3	sob	calo	alpha	obj
foilsgV01	50.0000	0.505327	0.0000	125.1843	0.034546	0.6309	101.4809	0.175471	0.7932	83.2310	0.380180	0.2293	2.57000	0.00000e+00	100000.000	2.57000
