config	extra_rOut_up	extra_rOut_dn	extra_halfThickness_up	extra_halfThickness_dn	extra_f_up	extra_f_dn	sob	flash_edep	alpha	obj
foilsflashBASIN01_13	94.7607	129.7292	0.082642	0.159641	0.1818	0.0424	3.84000	1.12324e-06	100000.000	3.72768
foilsflashBASIN01_07	125.3504	134.4639	0.029687	0.149332	0.2385	0.0093	3.83000	1.06441e-06	100000.000	3.72356
foilsflashBASIN01_14	117.5606	95.3048	0.038257	0.107546	0.1287	0.0144	3.87000	9.96515e-07	100000.000	3.77035
foilsflashBASIN01_09	104.3191	116.9982	0.024160	0.122798	0.2545	0.0352	3.87000	9.70728e-07	100000.000	3.77293
foilsflashBASIN01_10	127.7343	107.8808	0.071670	0.188609	0.1551	0.0074	3.85000	1.10076e-06	100000.000	3.73992
foilsflashBASIN01_15	133.2813	121.8383	0.105980	0.167902	0.1643	0.0241	3.76000	1.14044e-06	100000.000	3.64596
foilsflashBASIN01_16	110.0223	102.8661	0.052415	0.144285	0.2262	0.0561	3.90000	1.02449e-06	100000.000	3.79755
foilsflashBASIN01_17	111.2236	122.4373	0.076022	0.147607	0.1090	0.0120	3.88000	1.08970e-06	100000.000	3.77103
foilsflashBASIN01_12	100.4639	98.9022	0.116877	0.152222	0.2175	0.0482	3.81000	1.02695e-06	100000.000	3.70731
foilsflashBASIN01_18	134.8917	102.0674	0.020602	0.120996	0.2008	0.0438	3.84000	9.99370e-07	100000.000	3.74006
foilsflashBASIN01_19	116.2907	132.1135	0.114991	0.184347	0.2464	0.0528	3.73000	1.09918e-06	100000.000	3.62008
foilsflashCONF01_11b	123.1076	126.3064	0.066438	0.114184	0.1120	0.0160	3.90000	9.98372e-07	100000.000	3.80016
foilsflashCONF01_11a	123.1076	126.3064	0.066438	0.114184	0.1120	0.0160	3.90000	9.98372e-07	100000.000	3.80016
foilsflashCONF01_11c	123.1076	126.3064	0.066438	0.114184	0.1120	0.0160	3.90000	9.98372e-07	100000.000	3.80016
foilsflashCONF01_09c	104.3191	116.9982	0.024160	0.122798	0.2545	0.0352	3.86000	9.70728e-07	100000.000	3.76293
foilsflashCONF01_09b	104.3191	116.9982	0.024160	0.122798	0.2545	0.0352	3.86000	9.70728e-07	100000.000	3.76293
foilsflashCONF01_09a	104.3191	116.9982	0.024160	0.122798	0.2545	0.0352	3.86000	9.70728e-07	100000.000	3.76293
foilsflashC400_11	123.1076	126.3064	0.066438	0.114184	0.1120	0.0160	3.89000	1.00184e-06	100000.000	3.78982
foilsflashC400_champ	112.4760	109.9162	0.063100	0.144736	0.1778	0.0000	3.90000	1.06400e-06	100000.000	3.79360
foilsflash23R00_00	50.0000	227.9167	0.122560	0.002000	0.9500	0.0901	3.17000	6.66233e-07	100000.000	3.10338
foilsflash23R00_04	104.0784	58.8532	0.871255	0.327553	0.9500	0.4845	3.38000	9.37427e-07	100000.000	3.28626
foilsflash23R00_02	250.0000	138.5061	0.143226	0.423915	0.9500	0.9500	3.02000	6.36703e-07	100000.000	2.95633
foilsflash23R00_01	50.0000	50.0000	0.649848	0.901942	0.9500	0.9500	3.17000	7.29678e-07	100000.000	3.09703
foilsflash23R00_03	50.0000	157.7239	0.294824	0.150586	0.9500	0.1817	3.57000	8.39882e-07	100000.000	3.48601
foilsflash23R00_05	91.5247	148.6423	0.191923	0.366145	0.9500	0.8494	3.04000	6.38207e-07	100000.000	2.97618
foilsflash23R00_06	250.0000	189.5160	0.588269	0.105775	0.9500	0.5339	2.94000	6.20078e-07	100000.000	2.87799
foilsflash23R00_08	50.0000	163.8549	0.145129	0.094417	0.9489	0.5191	3.34000	6.18314e-07	100000.000	3.27817
foilsflash23R00_07	116.1074	194.7386	0.291704	0.120528	0.9500	0.5775	3.03000	6.21007e-07	100000.000	2.96790
foilsflash23R00_09	108.7096	100.4426	0.856904	0.321029	0.9500	0.9500	3.19000	6.77602e-07	100000.000	3.12224
foilsflash23R01_00	50.0000	50.0000	0.938432	0.857625	0.9500	0.9500	3.12000	7.29501e-07	100000.000	3.04705
foilsflash23R02_00	50.0000	50.0000	0.437150	0.261727	0.9500	0.9500	3.18000	6.77933e-07	100000.000	3.11221
foilsflash23R03_00	50.0000	250.0000	0.002000	0.274746	0.0000	0.4371	2.29000	6.17575e-07	100000.000	2.22824
foilsflash23R04_00	50.0000	131.6383	0.289301	0.111166	0.9411	0.9174	3.20000	6.74651e-07	100000.000	3.13253
foilsflash23R05_00	139.8424	89.1147	0.095479	0.902721	0.4449	0.9500	3.40000	6.95017e-07	100000.000	3.33050
foilsflash23R07_00	50.0000	50.0000	1.000000	0.749769	0.9500	0.9500	3.13000	7.16266e-07	100000.000	3.05837
foilsflash23R06_00	152.0752	136.8066	0.125287	0.324791	0.9500	0.0000	3.45000	1.27352e-06	100000.000	3.32265
foilsflash23R08_00	50.0000	70.9542	0.298172	0.041437	0.9500	0.8843	3.17000	6.41871e-07	100000.000	3.10581
foilsflash23R08_01	50.0000	117.3769	0.375182	0.002000	0.9500	0.3786	3.14000	6.56243e-07	100000.000	3.07438
foilsflash23R09_00	50.0000	50.0000	0.692534	0.243239	0.9500	0.5021	3.32000	8.58989e-07	100000.000	3.23410
foilsflash24R00_01	115.5877	250.0000	0.294422	0.002000	0.9500	0.9187	3.17000	6.56204e-07	100000.000	3.10438
foilsflash24R00_00	250.0000	203.3947	0.209299	0.621833	0.9500	0.7207	2.06000	6.32232e-07	100000.000	1.99678
foilsflash25R00_04	250.0000	50.0000	0.430313	0.002000	0.9500	0.9500	2.96000	6.94499e-07	100000.000	2.89055
foilsflash25R00_01	50.0000	50.0000	0.496342	0.002000	0.7929	0.9500	3.00000	6.74186e-07	100000.000	2.93258
foilsflash25R00_00	59.9262	104.7321	0.236955	0.111688	0.9500	0.2749	3.69000	7.75991e-07	100000.000	3.61240
foilsflash25R00_02	50.0000	138.4150	0.341265	0.333721	0.9500	0.4374	3.33000	7.45331e-07	100000.000	3.25547
foilsflash25R00_05	50.0000	126.8329	0.451635	0.002000	0.9500	0.9500	3.13000	6.84376e-07	100000.000	3.06156
foilsflash25R00_03	137.1399	125.2701	0.195805	0.149859	0.9500	0.0000	3.76000	1.02863e-06	100000.000	3.65714
foilsflash25R00_07	103.3372	170.3580	0.069175	0.113275	0.7670	0.5918	3.29000	6.16281e-07	100000.000	3.22837
foilsflash25R00_08	50.0000	103.9861	0.741137	0.298772	0.9500	0.9500	3.19000	6.73199e-07	100000.000	3.12268
foilsflash25R00_06	128.9552	232.1653	0.070902	0.087391	0.9487	0.4669	2.99000	6.25170e-07	100000.000	2.92748
foilsflash25R00_09	81.8805	111.1857	0.088920	0.229570	0.7215	0.7947	3.50000	6.45701e-07	100000.000	3.43543
foilsflash25R01_00	50.0000	50.0000	0.109915	0.710756	0.2965	0.9500	3.31000	7.66040e-07	100000.000	3.23340
foilsflash25R02_00	50.0000	50.0000	0.679537	0.697699	0.9500	0.9500	3.16000	7.09255e-07	100000.000	3.08907
foilsflash25R07_00	98.0794	50.0000	0.103942	0.555047	0.9500	0.5279	3.30000	9.87068e-07	100000.000	3.20129
foilsflash25R03_00	250.0000	250.0000	1.000000	0.589897	0.9500	0.6059	1.62000	6.19422e-07	100000.000	1.55806
foilsflash25R08_00	50.0000	50.0000	0.541675	0.377350	0.9500	0.6970	3.27000	8.22675e-07	100000.000	3.18773
foilsflash25R04_00	55.6903	119.1990	0.129927	0.417327	0.0000	0.4858	3.42000	9.06605e-07	100000.000	3.32934
foilsflash25R05_00	50.0000	164.7394	0.599805	0.298633	0.9500	0.4330	3.10000	6.98366e-07	100000.000	3.03016
foilsflash25R06_00	50.0000	50.0000	0.113747	0.615899	0.8552	0.9500	3.22000	7.25246e-07	100000.000	3.14748
foilsflash25R08_01	57.7486	152.2009	0.533589	0.321679	0.9500	0.3894	3.22000	7.88737e-07	100000.000	3.14113
foilsflash25R09_00	175.9410	72.9360	0.717662	0.639669	0.9500	0.9500	3.08000	6.71389e-07	100000.000	3.01286
