config	rOut_0	rOut_1	rOut_2	hT_0	hT_1	hT_2	f_0	f_1	f_2	extent	sob	flash_edep	alpha	obj
foilspfSMOKER00_00	119.8259	57.3056	107.6085	0.068721	0.083965	0.017874	0.4325	0.7117	0.2100	894.1587	3.03000	4.80895e-07	100000.000	2.98191
