foilsflash10R00_04	250.0000	139.0059	1.000000	0.292234	0.9500	0.9500	2.92000	0.00000e+00	100000.000	2.92000
foilsflash10R00_02	250.0000	183.2853	0.720386	0.002000	0.9500	0.6660	2.95000	0.00000e+00	100000.000	2.95000
foilsflash10R00_05	209.9961	157.5411	0.002000	0.212565	0.9500	0.8012	3.05000	0.00000e+00	100000.000	3.05000
foilsflash10R00_06	58.0067	93.2331	0.002000	0.243892	0.3383	0.9500	3.23000	0.00000e+00	100000.000	3.23000
foilsflash10R00_00	169.7611	108.8837	0.002000	0.140646	0.2136	0.0473	3.78000	0.00000e+00	100000.000	3.78000
foilsflash10R00_03	50.0000	125.3995	0.002000	0.002000	0.3113	0.2397	3.15000	0.00000e+00	100000.000	3.15000
foilsflash10R00_07	51.7630	108.2596	0.002000	0.137010	0.4834	0.7029	3.46000	0.00000e+00	100000.000	3.46000
