config	r0	r1	r2	t0	t1	t2	mu_per_POT	edep_per_POT_MeV	peak_dose_Gy_per_POT	peak_plate_idx	obj
pt6d16R03_00	4.2603	2.2392	4.2193	8.0000	7.4905	4.7278	2.235262e-03	4.240033e+02	2.313059e-09	21	2.235262e-03
pt6d16R03_09	2.6899	4.2443	2.0000	7.1008	6.9455	5.9909	2.258564e-03	4.655908e+02	3.219432e-09	34	2.258564e-03
pt6d16R03_04	4.5000	4.2494	4.5000	7.4956	7.9207	3.4960	2.230832e-03	5.090149e+02	9.584091e-10	26	2.230832e-03
pt6d17R00_00	3.8958	3.1614	3.1751	4.4459	8.0000	5.9976	2.265211e-03	4.509616e+02	1.720517e-09	30	2.265211e-03
pt6d17R00_09	3.2824	2.5612	2.0000	4.4792	8.0000	7.6502	2.215470e-03	4.081178e+02	3.468321e-09	33	2.215470e-03
pt6d17R00_05	2.6120	3.3649	4.5000	8.0000	7.7633	7.1635	2.171193e-03	4.801234e+02	1.085214e-09	23	2.171193e-03
pt6d17R00_07	4.0794	3.1858	3.4642	5.5627	8.0000	4.9708	2.323440e-03	4.568785e+02	1.586135e-09	28	2.323440e-03
pt6d17R00_03	2.9431	3.6886	2.1291	6.2619	6.6581	7.9289	2.310989e-03	4.464250e+02	2.967809e-09	34	2.310989e-03
pt6d17R00_02	4.4363	2.5483	2.8517	3.0000	7.4695	3.5107	2.190291e-03	3.906854e+02	2.498209e-09	26	2.190291e-03
pt6d17R00_08	4.3329	2.6844	2.5933	6.0012	6.1028	6.1432	2.207891e-03	3.996219e+02	2.512734e-09	29	2.207891e-03
pt6d17R01_00	3.7991	2.0000	4.0254	3.1429	7.4130	7.5949	2.129121e-03	3.995324e+02	2.345174e-09	21	2.129121e-03
pt6d17R01_01	2.0000	4.5000	2.6131	7.3586	8.0000	3.0000	2.211310e-03	4.846217e+02	1.935546e-09	34	2.211310e-03
pt6d17R01_02	2.0356	3.7535	4.1688	8.0000	8.0000	7.0798	2.273509e-03	4.925709e+02	1.030810e-09	30	2.273509e-03
pt6d17R01_03	3.8358	2.0349	2.5734	3.4213	7.9540	6.6508	2.173388e-03	3.832311e+02	3.144298e-09	26	2.173388e-03
pt6d17R01_05	3.1252	3.3647	2.3175	5.7092	7.4270	5.5600	2.240655e-03	4.395258e+02	2.548595e-09	33	2.240655e-03
pt6d17R01_04	2.7937	2.9763	4.2163	8.0000	7.8867	3.8873	2.261749e-03	4.437328e+02	1.449150e-09	21	2.261749e-03
pt6d17R01_07	3.4915	4.4759	4.4051	6.7906	8.0000	7.9517	2.334254e-03	5.357514e+02	9.114188e-10	32	2.334254e-03
pt6d17R01_08	2.4534	2.8664	2.5341	7.8452	7.3150	5.1279	2.237448e-03	4.195794e+02	2.275794e-09	32	2.237448e-03
pt6d17R01_09	3.2996	3.5038	2.6759	4.6882	7.6982	4.0477	2.233241e-03	4.422678e+02	2.001221e-09	33	2.233241e-03
pt6d17R02_00	4.5000	3.9196	2.0347	8.0000	6.6652	6.6604	2.321992e-03	4.707517e+02	3.166129e-09	34	2.321992e-03
pt6d17R02_01	4.0067	2.4834	3.8090	3.4636	8.0000	5.4404	2.306925e-03	4.194674e+02	1.952426e-09	23	2.306925e-03
pt6d17R02_04	4.5000	4.0010	4.2643	3.8303	7.9850	3.6953	2.221914e-03	4.778267e+02	1.067668e-09	28	2.221914e-03
pt6d17R02_07	2.2729	2.1355	3.3633	6.9874	7.4529	8.0000	2.201342e-03	4.053592e+02	2.117570e-09	23	2.201342e-03
pt6d17R02_02	2.1646	2.7426	2.0000	3.4547	7.8871	7.4156	2.279235e-03	4.070985e+02	3.329550e-09	33	2.279235e-03
pt6d17R02_03	3.0451	3.2274	2.0000	7.8149	6.3970	7.8661	2.227419e-03	4.303859e+02	3.299839e-09	34	2.227419e-03
pt6d17R02_05	3.1581	3.6667	3.3271	3.0000	7.9019	5.5391	2.234444e-03	4.569548e+02	1.442724e-09	32	2.234444e-03
pt6d17R02_06	4.5000	3.3963	2.0000	7.6136	5.8338	5.1495	2.245392e-03	4.235943e+02	3.229227e-09	33	2.245392e-03
pt6d17R02_08	3.9799	2.0000	2.0000	4.2964	7.3891	3.0000	2.061286e-03	3.579705e+02	4.258844e-09	27	2.061286e-03
pt6d17R02_09	2.0000	3.4865	2.5924	7.0453	7.7445	4.6636	2.271074e-03	4.459659e+02	2.078087e-09	33	2.271074e-03
pt6d17R03_00	2.0000	4.1893	2.9626	6.7920	8.0000	4.5009	2.259341e-03	4.799725e+02	1.605820e-09	33	2.259341e-03
pt6d17R03_01	4.4995	2.3191	2.8655	5.3001	6.4302	8.0000	2.197844e-03	3.996030e+02	2.616068e-09	27	2.197844e-03
pt6d17R03_02	4.5000	3.8106	2.4311	4.9344	8.0000	4.8900	2.302332e-03	4.721250e+02	2.349265e-09	33	2.302332e-03
pt6d17R03_05	4.5000	2.6761	4.3198	3.0507	8.0000	3.0000	2.242641e-03	4.164756e+02	1.825161e-09	22	2.242641e-03
pt6d17R03_04	3.0626	3.7400	3.3607	6.2190	7.6361	7.9806	2.286824e-03	4.839668e+02	1.438812e-09	33	2.286824e-03
pt6d17R03_03	2.9555	2.9952	4.0473	7.4245	7.5310	3.0000	2.238356e-03	4.308206e+02	1.504791e-09	21	2.238356e-03
pt6d17R03_06	3.5498	2.0698	3.3858	6.0718	6.7892	8.0000	2.201915e-03	3.988932e+02	2.444802e-09	23	2.201915e-03
pt6d17R03_07	3.8091	2.7341	3.8650	4.5160	7.2278	5.8798	2.216142e-03	4.238274e+02	1.700411e-09	24	2.216142e-03
pt6d17R03_08	2.9727	4.0759	2.2163	4.7703	7.6362	4.6405	2.239456e-03	4.602316e+02	2.665066e-09	34	2.239456e-03
pt6d17R03_09	3.8040	3.6237	3.3195	5.6297	7.0578	3.0000	2.247172e-03	4.377578e+02	1.440988e-09	30	2.247172e-03
pt6d18R00_04	4.5000	3.8559	2.0000	3.0000	7.0622	4.1390	2.209945e-03	4.280360e+02	3.129174e-09	34	2.209945e-03
pt6d18R00_06	2.4440	3.8496	3.7230	8.0000	7.5956	8.0000	2.380138e-03	4.936498e+02	1.203786e-09	32	2.380138e-03
pt6d18R00_05	4.5000	4.4264	2.6090	6.0092	6.9363	3.0000	2.200554e-03	4.668488e+02	1.935199e-09	33	2.200554e-03
pt6d18R00_02	3.5210	3.3119	2.4586	5.2737	7.3657	8.0000	2.323182e-03	4.487886e+02	2.424517e-09	33	2.323182e-03
pt6d18R00_01	4.5000	3.7641	3.1583	8.0000	7.2417	6.2422	2.314917e-03	4.856252e+02	1.602479e-09	32	2.314917e-03
pt6d18R01_00	3.5808	2.8967	4.0603	4.5947	7.5921	5.2837	2.213517e-03	4.345810e+02	1.520865e-09	24	2.213517e-03
pt6d18R01_01	4.3668	2.7766	4.2979	7.2799	6.1735	4.2892	2.100000e-03	4.154688e+02	1.765963e-09	21	2.100000e-03
pt6d18R01_04	3.3304	2.5832	2.7085	7.5810	6.9861	5.0456	2.253444e-03	4.095147e+02	2.331888e-09	28	2.253444e-03
pt6d18R01_07	4.4552	2.9860	4.3556	6.3528	7.6306	3.0303	2.276243e-03	4.427603e+02	1.580566e-09	22	2.276243e-03
pt6d18R01_05	4.1027	2.8567	3.0930	8.0000	6.4752	8.0000	2.286111e-03	4.399686e+02	1.924336e-09	29	2.286111e-03
pt6d18R01_02	3.1415	4.5000	3.0827	6.8759	6.9600	3.6361	2.223140e-03	4.716077e+02	1.471312e-09	33	2.223140e-03
pt6d18R01_08	2.1316	3.0757	2.0000	5.7861	7.0086	7.5714	2.212707e-03	4.179268e+02	3.280275e-09	34	2.212707e-03
pt6d18R01_06	4.5000	2.0000	3.6484	6.0240	6.3448	6.8634	2.171114e-03	3.929327e+02	2.807878e-09	22	2.171114e-03
pt6d18R02_00	4.5000	4.0269	4.5000	3.5236	7.8606	4.5417	2.221488e-03	4.807377e+02	1.014054e-09	26	2.221488e-03
pt6d18R02_01	4.2031	3.9023	3.8754	6.3207	8.0000	3.0000	2.251994e-03	4.825469e+02	1.178682e-09	28	2.251994e-03
pt6d18R02_04	3.5064	3.3926	2.0000	4.4392	6.0132	6.8956	2.169780e-03	4.052660e+02	3.253677e-09	34	2.169780e-03
pt6d18R02_02	2.7560	4.4287	2.0000	5.6948	6.5279	8.0000	2.297095e-03	4.642406e+02	3.296711e-09	34	2.297095e-03
pt6d18R02_08	2.6755	2.2729	3.9182	6.2060	6.1358	5.6316	2.121596e-03	3.788041e+02	2.148694e-09	19	2.121596e-03
pt6d18R02_03	2.4262	2.6761	3.5322	6.9234	7.5869	6.5488	2.206077e-03	4.289352e+02	1.655504e-09	25	2.206077e-03
pt6d18R02_05	3.6792	2.4062	2.0000	3.0000	8.0000	5.2800	2.186963e-03	3.868612e+02	3.541804e-09	31	2.186963e-03
pt6d18R02_07	3.7148	4.5000	2.5567	3.4126	8.0000	8.0000	2.346741e-03	5.001663e+02	2.177485e-09	34	2.346741e-03
